Annotation Cluster 1	Enrichment Score: 3.3756304256879783												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_SEQ_FEATURE	domain:C1q	6	1.485148515	2.33E-04	"Q05306, Q9BXX0, Q5RJ80, Q86Z23, Q4ZJM9, Q7Z5L3"	334	57	34272	10.80113457	0.327713089	0.055145467	0.391767029	
INTERPRO	IPR001073:Complement C1q protein	6	1.485148515	3.79E-04	"Q05306, Q9BXX0, Q5RJ80, Q86Z23, Q4ZJM9, Q7Z5L3"	381	63	38977	9.743032121	0.274748389	0.035063477	0.584820463	
SMART	SM00110:C1Q	6	1.485148515	7.42E-04	"Q05306, Q9BXX0, Q5RJ80, Q86Z23, Q4ZJM9, Q7Z5L3"	218	60	18177	8.338073394	0.137284383	0.048031554	0.925028438	
INTERPRO	IPR008983:Tumour necrosis factor-like domain	6	1.485148515	0.001565694	"Q05306, Q9BXX0, Q5RJ80, Q86Z23, Q4ZJM9, Q7Z5L3"	381	86	38977	7.137337484	0.734776465	0.09705257	2.394140678	
UP_SEQ_FEATURE	domain:Collagen-like	5	1.237623762	0.002457802	"Q9BXX0, Q86Z23, Q4ZJM9, Q5I2E5, Q7Z5L3"	334	58	34272	8.845756762	0.98501391	0.276117072	4.067629031	
GOTERM_CC_DIRECT	GO:0005581	collagen trimer	6	1.485148515	0.012605622	"Q05306, Q9BXX0, Q86Z23, Q4ZJM9, Q5I2E5, Q7Z5L3"	364	133	35106	4.350904734	0.986777556	0.660899888	15.87178926
UP_KEYWORDS	Collagen	6	1.485148515	0.012940067	"Q05306, Q9BXX0, Q86Z23, Q4ZJM9, Q5I2E5, Q7Z5L3"	404	140	40789	4.326980198	0.985107829	0.276467059	16.13873942	
INTERPRO	IPR008160:Collagen triple helix repeat	3	0.742574257	0.358704734	"Q05306, Q5I2E5, Q7Z5L3"	381	129	38977	2.379112495	1	0.983263078	99.8962173	
													
Annotation Cluster 4	Enrichment Score: 1.9946288687479041												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_KEYWORDS	Signal	85	21.03960396	2.59E-04	"Q8NDA2, O60443, P98157, Q08BI9, P23469, A8E627, Q8N2E2, P0C6B8, Q7Z5A4, A5D6U8, Q92824, Q86TM6, Q24K15, Q28740, P00732, Q9BXX0, B2JGA0, A1XQX0, Q05793, P34709, Q4WA45, P98160, Q9HCK4, Q6WRI0, Q9JHA8, Q6V0K7, Q05306, Q6JAN0, Q501P1, A0JM12, Q7TQ62, P13993, Q22169, Q5I2E5, Q9GZU5, Q5ND28, E9Q7P9, O95881, P18293, P48806, O88281, Q4ZJM9, Q15262, Q6P7A9, Q9UGM3, Q640R3, Q94900, Q96RW7, P11464, Q6R8J2, Q38PU3, P55281, A6QLU6, P24524, P0CY46, Q8JGT4, P18406, Q6DFV8, Q31125, Q86Z23, P46630, Q5R8Z6, Q66K08, Q9HCM2, P81556, O75382, Q9FL63, P00639, Q5TZ24, P27822, P84039, P00178, Q63415, Q9U3P2, O17798, Q6UWW9, Q6P5P5, Q3B7D3, P25291, B3A0Q5, O44516, Q8S9L6, Q14416, Q7Z5L3, O35460"	404	5865	40789	1.463230019	0.080281326	0.016598196	0.349513951	
UP_SEQ_FEATURE	signal peptide	65	16.08910891	0.001013342	"P98157, P23469, Q8N2E2, P0C6B8, Q7Z5A4, A5D6U8, Q92824, Q86TM6, P00732, Q28740, Q24K15, Q9BXX0, Q05793, P34709, P98160, Q9HCK4, Q6WRI0, Q9JHA8, Q6V0K7, Q6JAN0, Q05306, Q501P1, A0JM12, Q7TQ62, P13993, Q22169, Q5I2E5, Q9GZU5, O95881, P18293, P48806, O88281, Q4ZJM9, Q6P7A9, Q9UGM3, Q15262, Q640R3, Q94900, Q96RW7, P11464, Q6R8J2, P55281, P24524, A6QLU6, Q8JGT4, P18406, Q6DFV8, Q86Z23, P46630, Q5R8Z6, Q66K08, Q9HCM2, P81556, P00639, Q5TZ24, P84039, Q63415, Q6UWW9, Q3B7D3, P25291, O44516, Q8S9L6, Q14416, Q7Z5L3, O35460"	334	4491	34272	1.485125941	0.822831147	0.145579658	1.696339293	
UP_KEYWORDS	Secreted	40	9.900990099	0.001973439	"Q9UGM3, Q8NDA2, Q8N2E2, A8E627, Q96RW7, P0C6B8, Q7Z5A4, P11464, Q6R8J2, A5D6U8, Q92824, P00732, Q9KS45, Q24K15, Q9BXX0, P18406, Q6DFV8, Q86Z23, Q05793, Q4WA45, P98160, Q66K08, Q6WRI0, P81556, Q9JHA8, P00639, Q05306, P27822, Q501P1, Q7TQ62, P13993, Q5I2E5, Q9GZU5, P25291, B3A0Q5, P48806, O88281, Q4ZJM9, Q7Z5L3, O35460"	404	2421	40789	1.668118485	0.471678622	0.087119298	2.634120409	
GOTERM_CC_DIRECT	GO:0005576	extracellular region	34	8.415841584	0.006938965	"Q9UGM3, Q8N2E2, A8E627, P0C6B8, Q7Z5A4, P11464, Q6R8J2, A5D6U8, Q9KS45, Q24K15, Q9BXX0, P18406, Q6DFV8, Q05793, Q4WA45, P98160, Q66K08, Q6WRI0, P00639, Q9JHA8, Q05306, P27822, Q501P1, Q7TQ62, P13993, Q5I2E5, P25291, B3A0Q5, Q9VYN8, Q8S9L6, P48806, O88281, Q4ZJM9, Q7Z5L3"	364	2026	35106	1.618525108	0.906932904	0.694930998	9.050398894
UP_KEYWORDS	Disulfide bond	61	15.0990099	0.009495793	"Q8NDA2, P98157, Q8N2E2, P0C6B8, Q7Z5A4, P40241, Q6GPY0, Q28740, Q24K15, P00732, Q9BXX0, Q9GMT4, A1XQX0, Q05793, Q4WA45, Q9LYC5, P98160, Q9HCK4, Q6WRI0, Q6V0K7, A2ASS6, Q501P1, A0JM12, E2JF22, Q5I2E5, Q5ND28, O95881, Q9VYN8, P18293, O88281, Q9UGM3, Q15262, Q640R3, Q94900, Q96RW7, P11464, Q6R8J2, Q38PU3, Q9BVI0, O01761, P24524, Q8JGT4, Q02789, P18406, Q6DFV8, P30975, P46630, Q66K08, Q9HCM2, P81556, P00639, Q5TZ24, P27822, Q9U3P2, O17798, P25291, Q9RTK1, P07550, O44516, Q14416, O35460"	404	4485	40789	1.373185094	0.954123235	0.244339682	12.09682225	
UP_SEQ_FEATURE	disulfide bond	42	10.3960396	0.057557374	"Q9UGM3, Q15262, Q640R3, P98157, Q8N2E2, Q96RW7, P0C6B8, Q7Z5A4, P11464, Q6R8J2, O01761, P24524, Q6GPY0, P00732, Q24K15, Q28740, Q8JGT4, Q9BXX0, P18406, Q05793, P30975, P46630, Q9LYC5, P98160, Q66K08, Q9HCM2, Q9HCK4, P81556, Q6WRI0, Q6V0K7, P00639, Q5TZ24, A2ASS6, Q501P1, A0JM12, P25291, Q9RTK1, P07550, O95881, P18293, O88281, O35460"	334	3284	34272	1.312318117	1	0.920323775	63.22529263	
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	62	15.34653465	0.197320232	"P98157, P23469, Q8N2E2, Q51IZ9, P0C6B8, Q7Z5A4, A5D6U8, P40241, Q13530, Q92824, Q28740, Q24K15, Q9BXX0, Q05793, P98160, Q9HCK4, Q6WRI0, Q9JHA8, Q6V0K7, Q501P1, Q7TQ62, Q24498, Q22169, Q5I2E5, Q9GZU5, Q9UI33, P18293, Q15262, Q9UGM3, Q6P7A9, Q640R3, Q0EEE2, Q96RW7, P11464, Q6R8J2, P55281, P24524, A6QLU6, Q8JGT4, Q02789, Q31125, P30975, P46630, Q66K08, Q9HCM2, P30974, P00639, Q5TZ24, P51810, Q9VZW5, P84039, Q63415, Q6P5P5, Q3B7D3, P25291, P07550, Q17JQ7, O44516, Q8S9L6, Q14416, O35460, Q91Y63"	334	5640	34272	1.127990827	1	0.99282255	97.55013541	
UP_KEYWORDS	Glycoprotein	74	18.31683168	0.284766735	"Q8NDA2, Q01082, P98157, P23469, Q51IZ9, A8E627, Q8N2E2, P0C6B8, Q7Z5A4, A5D6U8, P40241, Q13530, Q92824, Q24K15, Q28740, Q9BXX0, Q9GMT4, Q05793, P98160, Q9HCK4, Q6WRI0, Q9JHA8, Q6V0K7, Q501P1, Q7TQ62, E2JF22, Q22169, Q5I2E5, Q9GZU5, Q9UI33, Q5ND28, Q9HCD6, P18293, Q15262, Q6P7A9, Q9UGM3, Q0EEE2, Q640R3, Q96RW7, P11464, Q6R8J2, Q38PU3, P55281, P24524, A6QLU6, P0CY46, Q8JGT4, Q6LA55, Q02789, P30975, P46630, Q66K08, Q9HCM2, P30974, Q9FL63, P00639, Q5TZ24, P51810, Q9VZW5, P84039, Q63415, Q9U3P2, O17798, Q6P5P5, Q3B7D3, P25291, P07550, Q17JQ7, O44516, A4FUY9, Q8S9L6, Q14416, O35460, Q91Y63"	404	6914	40789	1.080597697	1	0.782309459	98.92084501	
													
Annotation Cluster 5	Enrichment Score: 1.817920449770775												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_KEYWORDS	Endonuclease	11	2.722772277	0.004315464	"Q6F1D3, P00639, P54308, A8E627, Q99315, Q9VCU9, P0CT41, Q9VE51, P24081, Q58539, P0CT37"	404	373	40789	2.97745733	0.752640202	0.14376668	5.676807454	
GOTERM_MF_DIRECT	GO:0004519	endonuclease activity	7	1.732673267	0.014168007	"P00639, P54308, Q99315, P0CT41, Q9VE51, P24081, P0CT37"	332	198	33537	3.571239503	0.998609597	0.806898717	18.3833579
UP_KEYWORDS	Nuclease	12	2.97029703	0.057531056	"Q6F1D3, P00639, Q8CPG6, P54308, A8E627, Q99315, Q9VCU9, P0CT41, Q9VE51, P24081, Q58539, P0CT37"	404	645	40789	1.878379001	0.999999995	0.495162021	55.09873291	
													
Annotation Cluster 6	Enrichment Score: 1.6779658969084656												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
GOTERM_MF_DIRECT	GO:0004842	ubiquitin-protein transferase activity	16	3.96039604	0.001326345	"Q80VI1, Q0D2K2, D2GXS7, O62640, Q13489, Q5RGB8, Q80T74, Q8TDB6, D3YYI7, Q9LY87, Q5BKL8, P68907, Q9C026, E7FAM5, O95714, Q9Y3C5"	332	616	33537	2.623767798	0.457653781	0.457653781	1.871688461
INTERPRO	"IPR001841:Zinc finger, RING-type"	15	3.712871287	0.001517833	"Q80VI1, O75382, D2GXS7, O62640, Q13489, Q8I480, Q8TDB6, Q9LY87, Q86TM6, Q5BKL8, P68907, Q9C026, E7FAM5, Q6CME1, Q9Y3C5"	381	567	38977	2.706397811	0.723786539	0.101667587	2.321756462	
INTERPRO	"IPR013083:Zinc finger, RING/FYVE/PHD-type"	18	4.455445545	0.007253583	"Q80VI1, O75382, Q9LG11, Q6GQJ2, D2GXS7, O62640, Q09738, Q8I480, Q8TDB6, Q9LY87, Q9BVI0, Q86TM6, Q6ZV73, P68907, Q9C026, Q15075, E7FAM5, Q9Y3C5"	381	893	38977	2.062075107	0.997900751	0.244428389	10.6479969	
UP_KEYWORDS	Zinc	61	15.0990099	0.00907526	"A6QR55, Q16974, Q16975, Q6GQJ2, O62640, Q8BXQ6, A5D6U8, P97500, Q8I480, D3YYI7, A5PMX1, Q9LY87, Q86TM6, Q6GPY0, P68907, P00732, A8MT70, Q99315, Q58559, Q15075, Q9NYT6, Q02975, Q4WA45, Q80VI1, P30622, Q09738, Q8R1J3, Q0VEE6, P15498, Q9DBT5, Q5E9E1, Q8BZ20, Q5ZW89, Q6CME1, F4KD38, P16356, O65639, D2GXS7, Q13489, Q8NB78, Q9UBW7, Q9BVI0, Q8C6L5, Q5BKL8, Q6ZV73, Q9C026, Q31125, O95714, Q9Y3C5, O75382, P81556, P84039, Q9LG11, Q80TZ9, Q9VE51, Q8TDB6, Q96C10, Q6F1D3, O57429, E7FAM5, Q6GP70"	404	4474	40789	1.376561276	0.947381691	0.255073046	11.59114954	
UP_KEYWORDS	Zinc-finger	41	10.14851485	0.011577777	"O65639, Q16974, Q16975, D2GXS7, Q6GQJ2, O62640, Q13489, Q8I480, P97500, Q8NB78, D3YYI7, Q9UBW7, Q9LY87, Q9BVI0, Q86TM6, Q5BKL8, P68907, Q6ZV73, A8MT70, Q9C026, Q99315, Q58559, Q02975, Q9NYT6, Q15075, O95714, Q9Y3C5, O75382, Q80VI1, Q9LG11, Q80TZ9, P30622, Q09738, Q8TDB6, Q8R1J3, Q0VEE6, P15498, Q8BZ20, E7FAM5, Q6CME1, F4KD38"	404	2785	40789	1.486347477	0.976749738	0.269081445	14.56109894	
UP_SEQ_FEATURE	zinc finger region:RING-type	9	2.227722772	0.014990563	"Q80VI1, O75382, Q5BKL8, O62640, Q9C026, Q13489, Q8TDB6, Q9Y3C5, Q9LY87"	334	326	34272	2.832812902	1	0.724489973	22.49924168	
SMART	SM00184:RING	12	2.97029703	0.018929737	"Q80VI1, Q86TM6, O75382, Q5BKL8, P68907, D2GXS7, O62640, Q9C026, Q13489, E7FAM5, Q8TDB6, Q9Y3C5"	218	448	18177	2.233412516	0.977699104	0.344639508	21.28547333	
GOTERM_MF_DIRECT	GO:0008270	zinc ion binding	38	9.405940594	0.023893025	"O65639, Q16974, D2GXS7, Q6GQJ2, O62640, Q8BXQ6, Q13489, Q8I480, P97500, Q8NB78, Q9UBW7, Q9LY87, Q9BVI0, Q86TM6, Q5BKL8, P00732, P68907, A8MT70, Q9C026, Q99315, Q15075, O95714, P46630, Q9Y3C5, O75382, Q80VI1, Q80TZ9, P30622, Q9LG11, Q09738, Q8TDB6, Q96C10, Q8R1J3, Q6F1D3, Q5E9E1, E7FAM5, Q6GP70, Q6CME1"	332	2676	33537	1.434444054	0.999985602	0.796609892	29.12613758
